,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes,clusterQuality,atBestFreq,laserResponse,HighAmpSS,LowAmpSS,HighPeakLoc,LowPeakLoc,HighPeakSR,LowPeakSR
145,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",4,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.5605892706,15342,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[1, 2, 3, 4, 6]",1,0.0,0.0,0.879120879121,0.944606413994,0.0,0.0,12.1333333333,11.4333333333
151,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",4,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0,857,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[1, 2, 3, 4, 6]",1,0.0,0.0,,,0.0,0.0,0.0,0.0
155,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",3,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0,1713,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[1, 2, 3, 4, 6]",1,0.0,0.0,0.3125,0.365853658537,0.5,0.5,1.6,2.73333333333
157,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",5,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.1834189288,8179,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[1, 2, 3, 4, 6]",1,0.0,0.0,0.0951417004049,0.0,4.0,inf,16.4666666667,18.4
159,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",2,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0,1981,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[1, 2, 3, 4, 6]",1,1.0,0.0,1.0,1.0,1.0,0.25,0.166666666667,0.133333333333
160,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",3,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0,1012,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[1, 2, 3, 4, 6]",1,0.0,0.0,0.0,0.0,inf,inf,0.3,0.266666666667
165,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",2,2016-08-12,1556,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.017876296,5595,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1,"[1, 2, 4, 5, 6]",1,0.0,0.0,0.975500204165,1.0,0.25,0.0,2.63333333333,2.09677419355
172,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",3,2016-08-12,1556,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.1226158038,9176,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[1, 2, 4, 5, 6]",1,0.0,0.0,0.865787614787,0.965517241379,0.0,0.25,9.13333333333,6.54838709677
177,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",2,2016-08-12,1556,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,805,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[1, 2, 4, 5, 6]",1,0.0,0.0,0.666666666667,0.6,1.0,0.25,0.387096774194,0.161290322581
186,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",5,2016-08-12,1556,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.114521301,4367,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5,"[1, 2, 4, 5, 6]",1,0.0,0.0,0.0428134556575,0.0166493236212,4.0,4.0,10.5483870968,10.3333333333
200,"[None, 'band003_am_tuning_curve_20160818d.h5', 'band003_am_tuning_curve_20160818e.h5', 'band003_bandwidth_am_20160818f.h5']",2,2016-08-18,880,"['2016-08-18_11-58-29', '2016-08-18_12-00-44', '2016-08-18_12-11-58', '2016-08-18_12-20-31']",0.0,752,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 8]",1,0.0,0.0,0.0,0.625,inf,0.25,0.433333333333,0.533333333333
213,"[None, 'band003_am_tuning_curve_20160818d.h5', 'band003_am_tuning_curve_20160818e.h5', 'band003_bandwidth_am_20160818f.h5']",4,2016-08-18,880,"['2016-08-18_11-58-29', '2016-08-18_12-00-44', '2016-08-18_12-11-58', '2016-08-18_12-20-31']",0.0,467,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 8]",1,0.0,0.0,0.809523809524,0.3,0.25,0.0,0.7,0.666666666667
224,"[None, 'band003_am_tuning_curve_20160818g.h5', 'band003_am_tuning_curve_20160818h.h5', 'band003_bandwidth_am_20160818i.h5']",6,2016-08-18,940,"['2016-08-18_12-41-41', '2016-08-18_12-44-25', '2016-08-18_12-55-49', '2016-08-18_13-18-59']",0.4174036081,14136,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.158653846154,0.789237668161,0.5,0.0,6.93333333333,7.43333333333
238,"[None, 'band003_am_tuning_curve_20160818g.h5', 'band003_am_tuning_curve_20160818h.h5', 'band003_bandwidth_am_20160818i.h5']",2,2016-08-18,940,"['2016-08-18_12-41-41', '2016-08-18_12-44-25', '2016-08-18_12-55-49', '2016-08-18_13-18-59']",0.0,3228,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.125,0.866666666667,1.0,1.0,0.266666666667,0.5
241,"[None, 'band003_am_tuning_curve_20160818g.h5', 'band003_am_tuning_curve_20160818h.h5', 'band003_bandwidth_am_20160818i.h5']",5,2016-08-18,940,"['2016-08-18_12-41-41', '2016-08-18_12-44-25', '2016-08-18_12-55-49', '2016-08-18_13-18-59']",0.0,1242,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.382352941176,0.98275862069,0.25,0.5,1.13333333333,1.93333333333
245,"[None, 'band003_am_tuning_curve_20160818j.h5', 'band003_am_tuning_curve_20160818k.h5', 'band003_bandwidth_am_20160818l.h5']",3,2016-08-18,1000,"['2016-08-18_13-40-16', '2016-08-18_13-42-08', '2016-08-18_13-53-19', '2016-08-18_14-01-19']",0.0,367,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.666666666667,0.461538461538,1.0,1.0,0.4,0.433333333333
250,"[None, 'band003_am_tuning_curve_20160818j.h5', 'band003_am_tuning_curve_20160818k.h5', 'band003_bandwidth_am_20160818l.h5']",5,2016-08-18,1000,"['2016-08-18_13-40-16', '2016-08-18_13-42-08', '2016-08-18_13-53-19', '2016-08-18_14-01-19']",0.0,1192,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.0454545454545,0.621212121212,0.5,0.25,0.733333333333,2.2
254,"[None, 'band003_am_tuning_curve_20160818j.h5', 'band003_am_tuning_curve_20160818k.h5', 'band003_bandwidth_am_20160818l.h5']",3,2016-08-18,1000,"['2016-08-18_13-40-16', '2016-08-18_13-42-08', '2016-08-18_13-53-19', '2016-08-18_14-01-19']",0.0,548,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 4, 6, 8]",1,1.0,0.0,1.0,0.714285714286,0.25,0.25,0.2,0.466666666667
276,"[None, 'band003_am_tuning_curve_20160818m.h5', 'band003_am_tuning_curve_20160818n.h5', 'band003_bandwidth_am_20160818o.h5']",5,2016-08-18,1040,"['2016-08-18_14-22-14', '2016-08-18_14-24-22', '2016-08-18_14-36-38', '2016-08-18_14-48-21']",0.0,539,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.38064516129,0.6,4.0,4.0,0.15625,0.15625
285,"[None, 'band003_am_tuning_curve_20160818m.h5', 'band003_am_tuning_curve_20160818n.h5', 'band003_bandwidth_am_20160818o.h5']",3,2016-08-18,1040,"['2016-08-18_14-22-14', '2016-08-18_14-24-22', '2016-08-18_14-36-38', '2016-08-18_14-48-21']",0.0214807389,13967,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.0817525276842,0.548523206751,0.25,0.0,10.46875,7.40625
287,"[None, 'band003_am_tuning_curve_20160818m.h5', 'band003_am_tuning_curve_20160818n.h5', 'band003_bandwidth_am_20160818o.h5']",5,2016-08-18,1040,"['2016-08-18_14-22-14', '2016-08-18_14-24-22', '2016-08-18_14-36-38', '2016-08-18_14-48-21']",0.024888004,4019,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.62771020624,0.682242990654,0.25,0.25,3.8125,3.34375
292,"[None, 'band003_am_tuning_curve_20160818m.h5', 'band003_am_tuning_curve_20160818n.h5', 'band003_bandwidth_am_20160818o.h5']",4,2016-08-18,1040,"['2016-08-18_14-22-14', '2016-08-18_14-24-22', '2016-08-18_14-36-38', '2016-08-18_14-48-21']",0.5825242718,516,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",1,1.0,0.0,0.139784946237,0.65,4.0,4.0,0.5625,0.625
299,"[None, 'band003_am_tuning_curve_20160818p.h5', 'band003_am_tuning_curve_20160818q.h5', 'band003_bandwidth_am_20160818r.h5']",2,2016-08-18,1090,"['2016-08-18_15-10-26', '2016-08-18_15-12-29', '2016-08-18_15-23-12', '2016-08-18_15-32-17']",0.0,257,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 3, 4, 6, 8]",1,0.0,0.0,0.857142857143,0.333333333333,0.25,0.25,0.233333333333,0.3
302,"[None, 'band003_am_tuning_curve_20160818p.h5', 'band003_am_tuning_curve_20160818q.h5', 'band003_bandwidth_am_20160818r.h5']",5,2016-08-18,1090,"['2016-08-18_15-10-26', '2016-08-18_15-12-29', '2016-08-18_15-23-12', '2016-08-18_15-32-17']",0.0,2364,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 3, 4, 6, 8]",1,0.0,0.0,0.723404255319,0.25641025641,0.25,0.25,1.56666666667,1.3
307,"[None, 'band003_am_tuning_curve_20160818p.h5', 'band003_am_tuning_curve_20160818q.h5', 'band003_bandwidth_am_20160818r.h5']",2,2016-08-18,1090,"['2016-08-18_15-10-26', '2016-08-18_15-12-29', '2016-08-18_15-23-12', '2016-08-18_15-32-17']",0.0,16436,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 3, 4, 6, 8]",1,0.0,0.0,0.0,0.0,inf,inf,11.1666666667,11.5
333,"[None, 'band003_am_tuning_curve_20160818s.h5', 'band003_am_tuning_curve_20160818t.h5', 'band003_bandwidth_am_20160818u.h5']",5,2016-08-18,1150,"['2016-08-18_15-53-43', '2016-08-18_15-55-47', '2016-08-18_16-06-21', '2016-08-18_16-16-47']",0.0,1336,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 5, 6, 8]",1,0.0,0.0,0.95,0.879518072289,0.25,2.0,1.81818181818,2.51515151515
336,"[None, 'band003_am_tuning_curve_20160818s.h5', 'band003_am_tuning_curve_20160818t.h5', 'band003_bandwidth_am_20160818u.h5']",3,2016-08-18,1150,"['2016-08-18_15-53-43', '2016-08-18_15-55-47', '2016-08-18_16-06-21', '2016-08-18_16-16-47']",0.2304147465,869,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 4, 5, 6, 8]",1,0.0,0.0,0.583333333333,0.047619047619,0.25,0.0,0.363636363636,0.636363636364
345,"[None, 'band003_am_tuning_curve_20160818s.h5', 'band003_am_tuning_curve_20160818t.h5', 'band003_bandwidth_am_20160818u.h5']",2,2016-08-18,1150,"['2016-08-18_15-53-43', '2016-08-18_15-55-47', '2016-08-18_16-06-21', '2016-08-18_16-16-47']",0.1571091909,6366,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 5, 6, 8]",1,0.0,0.0,0.475609756098,0.684210526316,0.0,0.0,2.48484848485,2.87878787879
346,"[None, 'band003_am_tuning_curve_20160818s.h5', 'band003_am_tuning_curve_20160818t.h5', 'band003_bandwidth_am_20160818u.h5']",3,2016-08-18,1150,"['2016-08-18_15-53-43', '2016-08-18_15-55-47', '2016-08-18_16-06-21', '2016-08-18_16-16-47']",0.0,6862,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 5, 6, 8]",1,0.0,0.0,0.623728813559,0.173267326733,0.25,0.25,8.93939393939,6.12121212121
352,"[None, 'band003_am_tuning_curve_20160818s.h5', 'band003_am_tuning_curve_20160818t.h5', 'band003_bandwidth_am_20160818u.h5']",3,2016-08-18,1150,"['2016-08-18_15-53-43', '2016-08-18_15-55-47', '2016-08-18_16-06-21', '2016-08-18_16-16-47']",0.0051594263,19383,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 5, 6, 8]",1,0.0,0.0,0.0,0.0,inf,inf,12.5454545455,13.1515151515
353,"[None, 'band003_am_tuning_curve_20160818s.h5', 'band003_am_tuning_curve_20160818t.h5', 'band003_bandwidth_am_20160818u.h5']",4,2016-08-18,1150,"['2016-08-18_15-53-43', '2016-08-18_15-55-47', '2016-08-18_16-06-21', '2016-08-18_16-16-47']",0.2249437641,4002,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 5, 6, 8]",1,0.0,0.0,0.388888888889,0.37037037037,0.25,0.5,1.09090909091,0.818181818182
355,"[None, 'band003_am_tuning_curve_20160818s.h5', 'band003_am_tuning_curve_20160818t.h5', 'band003_bandwidth_am_20160818u.h5']",6,2016-08-18,1150,"['2016-08-18_15-53-43', '2016-08-18_15-55-47', '2016-08-18_16-06-21', '2016-08-18_16-16-47']",0.1457088737,6864,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 5, 6, 8]",1,0.0,0.0,0.31724137931,0.28025477707,0.0,0.0,4.39393939394,4.75757575758
360,"[None, 'band003_am_tuning_curve_20160819a.h5', 'band003_am_tuning_curve_20160819b.h5', 'band003_bandwidth_am_20160819c.h5']",2,2016-08-19,841,"['2016-08-19_08-58-19', '2016-08-19_09-00-25', '2016-08-19_09-11-22', '2016-08-19_09-17-44']",0.0,4294,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,[2],1,0.0,0.0,0.0,0.118279569892,inf,4.0,4.2619047619,3.78048780488
366,[None],3,2016-08-19,951,['2016-08-19_09-49-35'],0.0,242,['noisebursts'],band003,1,"[1, 2, 4]",1,,,,,,,,
375,"[None, 'band003_am_tuning_curve_20160819d.h5', 'band003_am_tuning_curve_20160819e.h5', 'band003_bandwidth_am_20160819f.h5']",3,2016-08-19,987,"['2016-08-19_09-52-55', '2016-08-19_09-54-34', '2016-08-19_10-05-07', '2016-08-19_10-13-48']",0.0234192037,4271,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 8]",1,0.0,0.0,0.0,0.394366197183,inf,0.0,3.5,3.3023255814
378,"[None, 'band003_am_tuning_curve_20160819d.h5', 'band003_am_tuning_curve_20160819e.h5', 'band003_bandwidth_am_20160819f.h5']",6,2016-08-19,987,"['2016-08-19_09-52-55', '2016-08-19_09-54-34', '2016-08-19_10-05-07', '2016-08-19_10-13-48']",0.0,2294,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 8]",1,0.0,0.0,,,0.0,0.0,0.0,0.0
394,"[None, 'band003_am_tuning_curve_20160819d.h5', 'band003_am_tuning_curve_20160819e.h5', 'band003_bandwidth_am_20160819f.h5']",5,2016-08-19,987,"['2016-08-19_09-52-55', '2016-08-19_09-54-34', '2016-08-19_10-05-07', '2016-08-19_10-13-48']",0.0,1305,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 8]",1,0.0,0.0,0.0,0.155172413793,inf,0.5,1.64285714286,1.38095238095
399,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",5,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0959785008,10420,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.0,0.00414937759336,inf,1.0,7.46666666667,8.03333333333
405,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",6,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.1185185185,3376,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.322580645161,0.313725490196,0.0,2.0,2.06666666667,1.7
413,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",3,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0779301746,12833,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.283783783784,0.568965517241,0.0,1.0,2.46666666667,3.86666666667
414,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",4,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.347826087,1726,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1,0.0,0.0,1.0,0.0,0.25,0.5,0.0333333333333,0.166666666667
415,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",5,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0296208531,10129,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1,0.0,0.0,0.0,0.548693586698,inf,2.0,11.7666666667,14.0333333333
426,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",5,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.3144133708,6044,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.0,0.494505494505,inf,1.0,6.33333333333,6.06666666667
427,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",6,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.4450378282,22471,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.386773547094,0.421978021978,0.25,2.0,16.6333333333,15.1666666667
431,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",4,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.1083423619,924,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,3,"[2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.340909090909,0.272727272727,4.0,4.0,2.93333333333,0.733333333333
436,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",5,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.163599182,2446,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.0,0.214285714286,inf,2.0,3.5,2.8
438,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",2,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0632311097,3164,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.277777777778,0.522222222222,4.0,0.5,2.4,3.0
455,[None],3,2016-08-21,880,['2016-08-21_10-34-45'],0.0,153,['noisebursts'],band003,2,[2],1,,,,,,,,
458,[None],2,2016-08-21,920,['2016-08-21_10-39-23'],0.0,143,['noisebursts'],band003,2,[2],1,,,,,,,,
461,[None],2,2016-08-21,950,['2016-08-21_10-42-46'],0.0,270,['noisebursts'],band003,2,[2],1,,,,,,,,
464,[None],2,2016-08-21,1000,['2016-08-21_10-48-41'],0.0,309,['noisebursts'],band003,2,[2],1,,,,,,,,
